user_id,data,Tipo,Reflexoes,Pensamento Suicida,Elogio,Sugestoes da IA,Tamanho,Vibe,Temas,Subtemas,quantidade_comentarios,engajamento,tema
0f2f05c0-d563-4d56-90f7-eb05e191e925,3/28/2025,Journaling,Pouco,Não,Elogio,Não,Longo,Positiva,Rotina,Cansaço mental e responsabilidades diárias,2,baixo,Rotina
0f2f05c0-d563-4d56-90f7-eb05e191e925,3/31/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,Neutra,Outros,Sentimento inicial do usuário,2,baixo,Outros
10221942-d548-4f46-b43b-e8e3a99a35a8,3/16/2025,Journaling,Pouco,Não,Elogio,Não,Longo,Neutra,Depressão,Sentimento de desânimo geral,2,baixo,Depressão
10221942-d548-4f46-b43b-e8e3a99a35a8,3/19/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,Neutra,Outros,Preferência por escrever em vez de escolher uma emoção específica,2,baixo,Outros
1072bef7-39c7-4d3c-9466-0f8bca8d25c1,3/27/2025,Journaling,Pouco,Não,Elogio,Não,Normal,Neutra,Depressão,Cansaço e Tristeza,4,médio,Rotina
1072bef7-39c7-4d3c-9466-0f8bca8d25c1,3/27/2025,Journaling,Pouco,Não,Elogio,Não,Normal,Neutra,Trabalho,Cansaço e Tristeza,4,médio,Rotina
1072bef7-39c7-4d3c-9466-0f8bca8d25c1,3/28/2025,Desabafo,Nada,Não,Neutro,Não,Normal,Muito Negativa,Familiar,"Sentimento de tristeza e frustração, Falta de dinheiro e trabalho",4,médio,Trabalho
1072bef7-39c7-4d3c-9466-0f8bca8d25c1,3/28/2025,Desabafo,Nada,Não,Neutro,Não,Normal,Muito Negativa,Amoroso,"Sentimento de tristeza e frustração, Falta de dinheiro e trabalho",4,médio,Trabalho
1072bef7-39c7-4d3c-9466-0f8bca8d25c1,3/28/2025,Desabafo,Nada,Não,Neutro,Não,Normal,Muito Negativa,Depressão,"Sentimento de tristeza e frustração, Falta de dinheiro e trabalho",4,médio,Trabalho
1072bef7-39c7-4d3c-9466-0f8bca8d25c1,3/28/2025,Desabafo,Nada,Não,Neutro,Não,Normal,Muito Negativa,Depressão,"Sentimento de tristeza e frustração, Falta de dinheiro e trabalho",4,médio,Trabalho
1072bef7-39c7-4d3c-9466-0f8bca8d25c1,3/29/2025,Desabafo,Muito,Não,Neutro,Não,Longo,Negativa,Outros,"Golpe sentimental, Meditação, Terapia Cognitivo-Comportamental, Uso de medicamento, Falta de apoio",4,médio,Outros
1072bef7-39c7-4d3c-9466-0f8bca8d25c1,3/29/2025,Desabafo,Muito,Não,Neutro,Não,Longo,Negativa,Trabalho,"Golpe sentimental, Meditação, Terapia Cognitivo-Comportamental, Uso de medicamento, Falta de apoio",4,médio,Outros
1072bef7-39c7-4d3c-9466-0f8bca8d25c1,3/29/2025,Desabafo,Muito,Não,Neutro,Não,Longo,Negativa,Amizade,"Golpe sentimental, Meditação, Terapia Cognitivo-Comportamental, Uso de medicamento, Falta de apoio",4,médio,Outros
1072bef7-39c7-4d3c-9466-0f8bca8d25c1,3/29/2025,Desabafo,Muito,Não,Neutro,Não,Longo,Negativa,Ansiedade,"Golpe sentimental, Meditação, Terapia Cognitivo-Comportamental, Uso de medicamento, Falta de apoio",4,médio,Outros
1072bef7-39c7-4d3c-9466-0f8bca8d25c1,3/30/2025,Desabafo,Pouco,Não,Neutro,Não,Normal,Negativa,Rotina,Sentimento de cansaço e impacto no dia a dia,4,médio,Rotina
10b2f6e1-0333-4c97-8430-15cac59a1d64,3/30/2025,,,,,,,,Ansiedade,,2,baixo,Outros
10b2f6e1-0333-4c97-8430-15cac59a1d64,3/29/2025,Journaling,Pouco,Não,Elogio,Não,Longo,Negativa,Saúde,"Desemprego, Isolamento Social, Preocupação Financeira, Solidão",2,baixo,Trabalho
10b2f6e1-0333-4c97-8430-15cac59a1d64,3/29/2025,Journaling,Pouco,Não,Elogio,Não,Longo,Negativa,Depressão,"Desemprego, Isolamento Social, Preocupação Financeira, Solidão",2,baixo,Trabalho
111c5c22-e9ef-433d-aa62-25f56841faf3,4/2/2025,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Trabalho,Sentimento de preocupação geral,4,médio,Outros
111c5c22-e9ef-433d-aa62-25f56841faf3,4/3/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,,Outros,Outros,4,médio,Outros
111c5c22-e9ef-433d-aa62-25f56841faf3,4/5/2025,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Amoroso,Sentimento de ansiedade sem detalhes específicos,4,médio,Outros
111c5c22-e9ef-433d-aa62-25f56841faf3,4/8/2025,Desabafo,Muito,Não,Neutro,Sim,Longo,Negativa,Familiar,"Ansiedade constante, Diagnóstico médico incerto, Suspeita de câncer, Impacto financeiro e emocional, Dificuldade em estar presente",4,médio,Familiar
12c630f8-f7a9-4ef2-bd2d-2cf2b3e997ba,3/28/2025,Journaling,Pouco,Não,Elogio,Não,Longo,Neutra,Depressão,Falta de ânimo e energia para atividades diárias,1,baixo,Depressão
132c7614-e866-4424-aea4-171e3b5fe83b,4/3/2025,Journaling,Pouco,Não,Elogio,Não,Normal,Neutra,Trabalho,Situações financeiras e frustração profissional,1,baixo,Trabalho
139f1ab1-f44f-44e7-9bcb-367277d99e3b,3/17/2025,Journaling,Nada,Não,Neutro,Não,Curto,,Outros,Outros,2,baixo,Outros
139f1ab1-f44f-44e7-9bcb-367277d99e3b,3/18/2025,Desabafo,Pouco,Não,Elogio,Não,Longo,Negativa,Amoroso,Término e sentimentos contraditórios,2,baixo,Amoroso
143b0181-2c01-49aa-93be-1255b6815ea0,11/18/2024,,,,,,,,Ansiedade,,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,3/2/2025,,,,,,,,Trabalho,,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,3/26/2025,,,,,,,,Trabalho,,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,4/6/2025,,,,,,,,Outros,,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,10/25/2024,Journaling,Nada,Não,Neutro,Não,Muito curto,,Amoroso,Outros,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,10/28/2024,Journaling,Muito,Não,Neutro,Não,Longo,Neutra,Trabalho,Gestão da ansiedade e preparação de aulas,119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,10/30/2024,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Ansiedade,"Demissão de funcionário, Mudança de local de trabalho, Atividades diárias no trabalho",119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,10/31/2024,Journaling,Muito,Não,Neutro,Não,Longo,Positiva,Familiar,"Demissão, Gratidão, Equilíbrio entre trabalho e vida pessoal, Organização pessoal, Objetivos futuros, Tempo com a família",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,11/1/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Familiar,Organização e Gratidão,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,11/2/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Ansiedade,Estresse na gravidez,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,11/3/2024,Journaling,Pouco,Não,Neutro,Não,Longo,Positiva,Rotina,Atividades diárias e planejamento para o dia seguinte,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,11/5/2024,Journaling,Pouco,Não,Neutro,Não,Longo,Positiva,Ansiedade,Expectativas familiares,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,11/6/2024,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Rotina,Rotina diária e tarefas pessoais,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,11/7/2024,Journaling,Muito,Não,Elogio,Não,Longo,Positiva,Familiar,"Síndrome do impostor, Expectativas dos pais, Tempo com a família, Planejamento de tarefas diárias",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,11/8/2024,Journaling,Pouco,Não,Neutro,Não,Curto,Neutra,Trabalho,Questões de trabalho e arrendamento,119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,11/9/2024,Journaling,Pouco,Não,Neutro,Não,Longo,Positiva,Familiar,Dia tranquilo com atividades cotidianas,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,11/10/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Trabalho,Ansiedade relacionada a conversa sobre funcionários da fazenda,119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,11/11/2024,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Rotina,Rotina Diária,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,11/12/2024,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Trabalho,"Dia corrido e produtivo, atividades na fazenda, preparação para aula",119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,11/14/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Familiar,Atividades diárias e tempo com a família,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,11/15/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Estresse com questões familiares e técnicas na fazenda,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,11/19/2024,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Trabalho,Atividades do dia a dia,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,11/20/2024,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Familiar,"Atividades do dia a dia, Interação familiar, Planejamento para o dia seguinte",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,11/21/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Trabalho,Conflito com ex-funcionário,119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,11/23/2024,Journaling,Nada,Não,Neutro,Não,Curto,Positiva,Familiar,Dia tranquilo com a família,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,11/24/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Familiar,Dia tranquilo com a família e preparação para viagem,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,11/25/2024,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Outros,Comunicação com colega,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,11/26/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Amoroso,Saúde do filho e estresse da esposa,119,alto,Amoroso
143b0181-2c01-49aa-93be-1255b6815ea0,11/27/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Familiar,"Saudade da família, Trabalho, Objetivos pessoais",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,11/28/2024,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Rotina,Atividades diárias e planejamento futuro,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,11/29/2024,Journaling,Nada,Não,Neutro,Não,Longo,Positiva,Rotina,Atividades na fazenda e projetos pessoais,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,11/30/2024,Journaling,Nada,Não,Neutro,Não,Normal,,Trabalho,Outros,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,12/1/2024,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Familiar,Dia tranquilo e familiar,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/2/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Rotina,Rotina diária e produtividade,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,12/4/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Trabalho,Trabalho na fazenda e desenvolvimento de app,119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,12/5/2024,Journaling,Pouco,Não,Neutro,Não,Normal,,Outros,Outros,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,12/11/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Trabalho,"Conflito com funcionário, Ansiedade causada por conflito no trabalho",119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,12/13/2024,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Trabalho,"Dia a dia, Aniversário, Desenvolvimento de app",119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,12/14/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Amizade,"Atividades do dia-a-dia, Interação social, Aprendizado de novo idioma",119,alto,Amizade
143b0181-2c01-49aa-93be-1255b6815ea0,12/15/2024,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Familiar,Dia tranquilo com a família e brincadeiras com José e primos,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/16/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Ansiedade com o nascimento do filho e ausência da mãe no Natal,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/17/2024,Journaling,Nada,Não,Neutro,Não,Muito curto,,Familiar,Outros,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,12/18/2024,Journaling,Pouco,Não,Neutro,Não,Longo,Neutra,Familiar,"Inscrição estadual, Expectativa de nascimento, Pendências burocráticas, Exercício físico, Reunião de trabalho, Jantar em família",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/19/2024,Journaling,Nada,Não,Neutro,Não,Normal,Muito Positiva,Familiar,"Nascimento de filho, Experiência no hospital, Comemoração em família",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/20/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Conflito com a sogra e nascimento do filho,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/21/2024,Journaling,Pouco,Não,Neutro,Não,Longo,Neutra,Familiar,Relação com a sogra e dificuldades de convivência,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/22/2024,Journaling,Pouco,Não,Neutro,Não,Longo,Negativa,Familiar,Comportamento do filho e convivência com a sogra,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/24/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Dificuldade com sogra e comportamento do filho,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/25/2024,Journaling,Nada,Não,Neutro,Não,Muito curto,,Familiar,Outros,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,12/26/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Convivência com a sogra e comportamento do filho após nascimento do irmão,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/28/2024,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Familiar,Desafios de cuidar dos filhos e equilibrar as necessidades familiares,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/30/2024,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Familiar,"Comportamento dos filhos, Saúde dos filhos",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,12/31/2024,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Comportamento dos filhos e cansaço do usuário,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/2/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Cansaço e falta de energia ao cuidar dos filhos sozinho,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/3/2025,Journaling,Muito,Não,Neutro,Não,Longo,Neutra,Familiar,"Falta de apoio familiar, Rotina e exercício, Cuidado com os filhos, Ansiedade da parceira",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/4/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Comportamento dos filhos e saúde do bebê,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/6/2025,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Familiar,Ajuda da mãe com os filhos,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/7/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Preocupação com o peso do filho bebê,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/8/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,,Familiar,Outros,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,1/8/2025,Journaling,Nada,Não,Neutro,Não,Muito curto,,Trabalho,Outros,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,1/9/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Saúde,"Saúde do avô, Comportamento do José, Sentimento de culpa",119,alto,Saúde
143b0181-2c01-49aa-93be-1255b6815ea0,1/10/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Interações com os filhos e produtividade no trabalho,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/11/2025,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Familiar,Dia a dia com a família e amigos,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/12/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Familiar,Dinâmica familiar e atividades do dia,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/13/2025,Journaling,Muito,Não,Neutro,Não,Longo,Neutra,Trabalho,"Disciplina com José, Produtividade no Trabalho, Saúde de Lucas, Exercício Físico",119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,1/13/2025,Journaling,Muito,Não,Neutro,Não,Longo,Neutra,Familiar,"Disciplina com José, Produtividade no Trabalho, Saúde de Lucas, Exercício Físico",119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,1/13/2025,Journaling,Muito,Não,Neutro,Não,Longo,Neutra,Trabalho,"Disciplina com José, Produtividade no Trabalho, Saúde de Lucas, Exercício Físico",119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,1/14/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Saúde,Produtividade e Saúde Física,119,alto,Saúde
143b0181-2c01-49aa-93be-1255b6815ea0,1/16/2025,Journaling,Nada,Não,Neutro,Não,Curto,Neutra,Uso Aplicativo,Escolha de template para journaling diário,119,alto,Uso Aplicativo
143b0181-2c01-49aa-93be-1255b6815ea0,1/17/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Negativa,Familiar,Luto pela morte do avô,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/19/2025,Journaling,Pouco,Não,Neutro,Não,Longo,Negativa,Amoroso,"Saúde da esposa, Comportamento dos filhos, Dificuldade em conciliar trabalho e família",119,alto,Amoroso
143b0181-2c01-49aa-93be-1255b6815ea0,1/21/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Familiar,Produtividade e Exercício Físico,119,alto,Saúde
143b0181-2c01-49aa-93be-1255b6815ea0,1/22/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Rotina,"Sono interrompido, Produtividade no escritório",119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,1/22/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Trabalho,"Sono interrompido, Produtividade no escritório",119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,1/23/2025,Journaling,Muito,Não,Neutro,Não,Normal,Positiva,Trabalho,"Dia tranquilo, Família, Rotina",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/25/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Rotina,Atividades do dia,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,1/26/2025,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Familiar,Incerteza sobre o futuro financeiro e interação familiar,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/26/2025,Journaling,Nada,Não,Neutro,Não,Normal,Neutra,Trabalho,Incerteza sobre o futuro financeiro e interação familiar,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/27/2025,Journaling,Nada,Não,Neutro,Não,Curto,Positiva,Trabalho,Atividade social e lazer,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,1/28/2025,Journaling,Nada,Não,Neutro,Não,Longo,Neutra,Familiar,Cansaço da parceira e preocupação com o filho não dormindo bem,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,1/31/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Ansiedade,Produtividade diária e rotina,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,2/2/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Trabalho,Burocracia e logística de trabalho,119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,2/3/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Saúde,Cansaço e Saúde Física,119,alto,Saúde
143b0181-2c01-49aa-93be-1255b6815ea0,2/6/2025,Journaling,Nada,Não,Neutro,Não,Normal,Positiva,Rotina,Rotina Diária,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,2/7/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,"Comportamento do filho, Alinhamento de projeto no trabalho",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,2/7/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,"Comportamento do filho, Alinhamento de projeto no trabalho",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,2/8/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Neutra,Familiar,Trabalho no fim de semana e equilíbrio com a família,119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,2/9/2025,Journaling,Nada,Não,Neutro,Não,Curto,,Trabalho,Outros,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,2/10/2025,Journaling,Pouco,Não,Neutro,Não,Longo,Negativa,Trabalho,Trabalho e Viagem,119,alto,Trabalho
143b0181-2c01-49aa-93be-1255b6815ea0,2/11/2025,Journaling,Nada,Não,Neutro,Não,Longo,Neutra,Saúde,Dia corrido e cansaço físico,119,alto,Saúde
143b0181-2c01-49aa-93be-1255b6815ea0,2/13/2025,Journaling,Pouco,Não,Neutro,Não,Normal,Positiva,Familiar,Viagens e Ensino,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,2/14/2025,Journaling,Pouco,Não,Neutro,Não,Normal,,Ansiedade,Outros,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,2/15/2025,Journaling,Pouco,Não,Neutro,Não,Longo,Positiva,Familiar,"Dia a dia, Conversas produtivas, Tempo com a família, Descanso",119,alto,Familiar
143b0181-2c01-49aa-93be-1255b6815ea0,2/17/2025,Journaling,Nada,Não,Neutro,Não,Curto,,Outros,Outros,119,alto,Outros
143b0181-2c01-49aa-93be-1255b6815ea0,2/19/2025,Journaling,Nada,Não,Neutro,Não,Curto,Positiva,Rotina,Atividades do Dia,119,alto,Rotina
143b0181-2c01-49aa-93be-1255b6815ea0,2/20/2025,Journaling,Pouco,Não,Neutro,Não,Longo,Neutra,Trabalho,Cansaço devido à rotina de viagens e trabalho,119,alto,Trabalho
